10,0,3.1319999999999997,0.0
10,1,17.098,0.3
10,2,6.9940000000000015,0.1
10,3,3.2530000000000014,0.1
20,0,7.580000000000004,0.0
20,1,0.3550000000000014,0.15
20,2,6.691000000000001,0.05
20,3,3.905000000000002,0.05
30,0,3.694,0.03333333333333333
30,1,7.386,0.1
30,2,9.865,0.1
30,3,10.384,0.06666666666666667
40,0,6.211,0.05
40,1,10.726000000000003,0.075
40,2,6.286,0.075
40,3,9.925000000000004,0.05
50,0,9.762,0.06
50,1,2.895000000000002,0.06
50,2,5.191000000000001,0.08
50,3,5.517000000000001,0.04
60,0,15.509,0.06666666666666667
60,1,5.367000000000002,0.06666666666666667
60,2,1.197,0.06666666666666667
60,3,11.247,0.05
70,0,8.914000000000003,0.08571428571428572
70,1,10.324000000000002,0.07142857142857142
70,2,3.279999999999999,0.05714285714285714
70,3,8.02,0.05714285714285714
80,0,9.606,0.0875
80,1,3.8860000000000015,0.075
80,2,11.535,0.075
80,3,14.132,0.075
90,0,8.110000000000001,0.08888888888888889
90,1,5.517999999999999,0.06666666666666667
90,2,9.622,0.07777777777777778
90,3,7.0100000000000025,0.06666666666666667
100,0,7.300000000000002,0.1
100,1,7.538000000000002,0.07
100,2,10.286,0.09
100,3,5.217,0.07
10,0,29.604000000000003,0.2
10,1,20.808999999999997,0.0
10,2,23.698,0.0
10,3,22.459999999999997,0.0
20,0,21.048000000000002,0.15
20,1,21.656999999999996,0.0
20,2,27.907999999999998,0.05
20,3,25.651,0.05
30,0,27.371999999999993,0.1
30,1,25.749000000000002,0.03333333333333333
30,2,28.106,0.06666666666666667
30,3,25.232000000000003,0.03333333333333333
40,0,29.182000000000006,0.125
40,1,19.631,0.025
40,2,21.345999999999997,0.05
40,3,28.113,0.025
50,0,26.135,0.1
50,1,23.199999999999996,0.02
50,2,27.413000000000004,0.04
50,3,17.898,0.02
60,0,23.351999999999997,0.08333333333333333
60,1,23.605,0.016666666666666666
60,2,25.95,0.03333333333333333
60,3,25.886000000000003,0.016666666666666666
70,0,26.427,0.07142857142857142
70,1,21.272999999999996,0.014285714285714285
70,2,24.811,0.04285714285714286
70,3,28.969,0.014285714285714285
80,0,32.033,0.0875
80,1,22.537999999999997,0.0125
80,2,23.02,0.0375
80,3,28.136000000000003,0.0125
90,0,26.743000000000002,0.1
90,1,25.896000000000004,0.011111111111111112
90,2,27.351999999999997,0.03333333333333333
90,3,23.879000000000005,0.011111111111111112
100,0,27.811,0.11
100,1,17.080000000000002,0.01
100,2,24.218000000000004,0.04
100,3,20.115000000000002,0.01
10,0,1.1100000000000017,0.0
10,1,-1.6099999999999999,0.0
10,2,-3.2409999999999988,0.0
10,3,-1.2579999999999996,0.0
20,0,0.537000000000001,0.0
20,1,-1.895,0.0
20,2,0.16300000000000253,0.0
20,3,1.448000000000001,0.0
30,0,-2.0700000000000003,0.0
30,1,0.6900000000000007,0.0
30,2,-4.519999999999999,0.0
30,3,-2.4409999999999994,0.0
40,0,1.1369999999999996,0.0
40,1,0.43000000000000016,0.0
40,2,0.0030000000000015457,0.0
40,3,-0.7539999999999994,0.0
50,0,-1.2579999999999993,0.0
50,1,-3.689999999999999,0.0
50,2,-0.8269999999999988,0.0
50,3,-1.8039999999999992,0.0
60,0,-2.8199999999999994,0.0
60,1,-1.8830000000000002,0.0
60,2,-2.469999999999999,0.0
60,3,-3.919999999999999,0.0
70,0,-0.6379999999999986,0.0
70,1,0.242,0.0
70,2,-0.7499999999999978,0.0
70,3,0.39000000000000024,0.0
80,0,-2.38,0.0
80,1,-2.8399999999999994,0.0
80,2,-0.6639999999999993,0.0
80,3,-0.18999999999999811,0.0
90,0,-3.1699999999999995,0.0
90,1,-1.5569999999999993,0.0
90,2,-1.8000000000000003,0.0
90,3,-0.19300000000000025,0.0
100,0,-1.8559999999999985,0.0
100,1,-3.1999999999999984,0.0
100,2,-0.4470000000000005,0.0
100,3,-1.7399999999999995,0.0
10,0,-4.999999999999998,0.0
10,1,-4.999999999999998,0.0
10,2,-4.999999999999998,0.0
10,3,-4.999999999999998,0.0
20,0,-4.999999999999998,0.0
20,1,-4.999999999999998,0.0
20,2,-4.999999999999998,0.0
20,3,-4.999999999999998,0.0
30,0,-4.999999999999998,0.0
30,1,-4.999999999999998,0.0
30,2,-4.999999999999998,0.0
30,3,-4.999999999999998,0.0
40,0,-4.999999999999998,0.0
40,1,-4.999999999999998,0.0
40,2,-4.999999999999998,0.0
40,3,-4.999999999999998,0.0
50,0,-4.999999999999998,0.0
50,1,-4.999999999999998,0.0
50,2,-4.999999999999998,0.0
50,3,-4.999999999999998,0.0
60,0,-4.999999999999998,0.0
60,1,-4.999999999999998,0.0
60,2,-4.999999999999998,0.0
60,3,-4.999999999999998,0.0
70,0,-4.999999999999998,0.0
70,1,-4.999999999999998,0.0
70,2,-4.999999999999998,0.0
70,3,-4.999999999999998,0.0
80,0,-4.999999999999998,0.0
80,1,-4.999999999999998,0.0
80,2,-4.999999999999998,0.0
80,3,-4.999999999999998,0.0
90,0,-4.999999999999998,0.0
90,1,-4.999999999999998,0.0
90,2,-4.999999999999998,0.0
90,3,-4.999999999999998,0.0
100,0,-4.999999999999998,0.0
100,1,-4.999999999999998,0.0
100,2,-4.999999999999998,0.0
100,3,-4.999999999999998,0.0
